"url","domain_id","is_objective"
https://learnnsf.nsf.gov,115,true
https://www.governor.pa.gov,163,true
https://sdg.data.gov,8,true
https://www.webharvest.gov/congress113th/2014/http://www.collins.senate.gov,188,true
http://cms.gov,355,true
https://bwplanner.niddk.nih.gov,23,true
https://www.whitehouse.gov,107,true
https://fsawebenroll.ed.gov,216,true
https://cancer.gov/Common/PopUps/popDefinition.aspx?id=46409&version=patient&language=Spanish&dictionary=Cancer.gov,51,true
https://cancer.gov/Common/PopUps/popDefinition.aspx?id=44306&version=patient&language=Spanish&dictionary=Cancer.gov,51,true
https://cancer.gov/Common/PopUps/popDefinition.aspx?id=45087&version=patient&language=Spanish&dictionary=Cancer.gov,51,true
https://ccdev.ginniemae.gov,470,true
https://myairforce.test.usajobs.gov,486,true
https://sewp.nasa.gov,227,true
https://page.energy.gov,16,true
https://www.cdo.gov,476,true
https://handls.nih.gov,143,true
https://www.cms.gov/Regulations-and-Guidance/Administrative-Simplification/ https:/nppes.cms.hhs.gov,496,true
https://www.cancer.gov/Common/PopUps/popDefinition.aspx?id=46229&version=patient&language=English&dictionary=Cancer.gov,361,true
https://www.unlocktalent.gov,423,true
http://www.dhs.ri.gov/programs-and-services/nutrition-assistance/healthyrhode.ri.gov,182,true
https://bg.pre.usembassy.gov,366,true
https://childcareta.acf.hhs.gov,304,true
https://rampac.energy.gov,30,true
https://blnc.gov,41,true
https://flightopportunities.nasa.gov,93,true
http://www.secretservice.gov,213,true
http://www.disability.gov,356,true
https://www.gsaig.gov,414,true
https://cancer.gov/Common/PopUps/popDefinition.aspx?id=44149&version=healthprofessional&language=English&dictionary=Cancer.gov,51,true
https://montereybay.noaa.gov,400,true
https://sti.nasa.gov,152,true
https://ims.eeoc.gov,331,true
https://www.giss.nasa.gov,27,true
https://livelink.nida.nih.gov,99,true
https://mic.nist.gov,197,true
https://texascoastalprogram.fws.gov,199,true
https://codesign.lanl.gov,217,true
https://esps.nccih.nih.gov,219,true
https://vpna.llnl.gov,232,true
https://airconsumer.dot.gov,329,true
https://edit-staging-oig.dhs.gov,29,true
https://cwsapps.tsa.dhs.gov,74,true
https://accessibility.18f.gov,371,true
https://nasarecycles.nasa.gov,40,true
https://waterservices.usgs.gov,14,true
https://spo.nmfs.noaa.gov,253,true
https://esh.sandia.gov,121,true
https://mtrac.nichd.nih.gov,228,true
https://www.treasuryhunt.gov,244,true
https://sbo.faa.gov,160,true
https://www.environmentaljustice.gov,68,true
https://survey.nasa.gov,295,true
https://gema.georgia.gov,471,true
https://forecast.weather.gov/ http:/www.weather.gov,418,true
https://2016.export.gov,60,true
https://spofficeext01.pnnl.gov,88,true
https://www.facebook.com/ncats.nih.gov,177,true
http://biobeat.nigms.nih.gov,118,true
https://natwebsdww02.cr.usgs.gov,126,true
https://www.doas.ga.gov,365,true
http://www.oshrc.gov,459,true
https://ncbi.nlm.nih.gov//www.nlm.nih.gov,218,true
file:///D:/News%20Release%20Templates%202019/www.nps.gov,,true
https://ncea.acl.gov,469,true
https://ncrmsws.niaid.nih.gov,145,true
https://pubmed.ncbi.nlm.nih.gov//www.nlm.nih.gov,158,true
https://www.barbercosmo.ca.gov,444,true
https://gsaxcesspractice.fas.gsa.gov,78,true
https://extapps.ksc.nasa.gov,222,true
https://nesr.usda.gov,264,true
https://open.obamawhitehouse.archives.gov,123,true
https://idpwebsealp.fhwa.dot.gov,55,true
https://diplomacy.state.gov,283,true
https://nmri.niddk.nih.gov,12,true
https://solrad-net.gsfc.nasa.gov,352,true
https://support.co-ops.nos.noaa.gov,26,true
https://lv.usembassy.gov,226,true
https://www.recreation.gov,440,true
https://epa.velo.pnnl.gov,285,true
https://mua.ndc.nasa.gov,294,true
https://sil-vcsecl.video.dol.gov,424,true
https://ethicstraining.od.nih.gov,224,true
https://simlearn.va.gov,185,true
https://lrs.hud.gov,250,true
https://testint-oig.dhs.gov,207,true
https://eper.cert.sc.egov.usda.gov,299,true
https://uat-apianalytics.ojp.gov,305,true
https://ucceventsupport.cit.nih.gov,454,true
https://mcmcweb.er.usgs.gov,178,true
https://damis.dot.gov,79,true
https://www.nicsezcheckfbi.gov,370,true
https://nws.weather.gov,87,true
https://dev2.cms.gov,61,true
https://etareports.doleta.gov,354,true
https://iprr.cbp.gov,50,true
https://hudvpn1.hud.gov,53,true
https://eew-repo.wr.usgs.gov,13,true
https://rock-access.niaid.nih.gov,58,true
https://corporateapps.gsa.gov,450,true
https://asprswift.hhs.gov,5,true
https://cuidadodesalud.gov,148,true
https://www-691.gsfc.nasa.gov,86,true
https://auctionapplicationdemo.fcc.gov,394,true
https://metazome.jgi.doe.gov,380,true
https://relintranet.ies.ed.gov,39,true
http://corrections.az.gov,6,true
http://insurance.illinois.gov,277,true
http://dhr.maryland.gov,374,true
http://capemaycountynj.gov,38,true
https://wipp.energy.gov,369,true
https://bja.gov,20,true
https://insurance.ky.gov,154,true
https://u01.eftps.gov,45,true
http://www.occ.ohio.gov,472,true
https://eclkc.ohs.acf.hhs.gov,296,true
https://foiarequest.ntsb.gov,102,true
https://sentry1.frb.gov,220,true
https://cbportal.acf.hhs.gov,317,true
https://phdc-pub.gsa.gov,488,true
https://snapp.ctc.nwave.noaa.gov,75,true
https://idahonam.atdd.noaa.gov,44,true
https://code.gov,262,true
https://oedca.va.gov,183,true
https://origins-habitability.jpl.nasa.gov,451,true
https://confluence.epa.gov,286,true
https://artreporting.cdc.gov,368,true
https://www.nssl.noaa.gov,435,true
https://www.utah.gov,109,true
https://insurance.kansas.gov,484,true
https://whitehouseconferenceonaging.gov,37,true
https://druginfo.nlm.nih.gov,319,true
https://trials.nci.nih.gov,377,true
https://its.dot.gov,324,true
https://bamberg.jobcorps.gov,364,true
https://spis.cit.nih.gov,261,true
https://hq2010.bnl.gov,457,true
https://warrelatedillness.va.gov,10,true
https://veterantraining.va.gov,210,true
http://www.childwelfare.gov,242,true
https://sclccelllines.cancer.gov,208,true
https://franklin.floridahealth.gov,338,true
https://www.truman.gov,268,true
https://dhrd.hawaii.gov,291,true
https://www.bridgewater-ct.gov,174,true
https://mrisktool.cancer.gov,422,true
https://arkansasag.gov,142,true
http://www.wpc.ncep.noaa.gov,22,true
https://digital-acquisition-playbook.18f.gov,200,true
https://agile-labor-categories.18f.gov,430,true
https://pressreleaseqa.treasuryauction.gov,49,true
https://ozone.epa.gov,205,true
https://www-curator.jsc.nasa.gov,21,true
https://flowergarden.noaa.gov,82,true
https://touchbase.state.gov,316,true
https://im.cdc.gov,337,true
https://ned.usgs.gov,300,true
https://npdb-hipdb.hrsa.gov/www.hrsa.gov,237,true
https://jats.nlm.nih.gov,119,true
https://yakama.nsopw.gov,389,true
https://hs.utah.gov,322,true
https://weather.gov/ http:/www.spaceweather.gov,67,true
https://buildd.usajobs.gov,495,true
http://niaaa.nih.gov,480,true
https://labs.data.gov,221,true
http://ada.nv.gov,252,true
https://bricsguid.nia.nih.gov,196,true
https://npin.cdc.gov,463,true
https://wwwn.cdc.gov,202,true
https://dmamc-test.pnnl.gov,479,true
https://poliocontainment.cdc.gov,243,true
https://animalresearch.nih.gov,373,true
https://blm.usajobs.gov,194,true
https://www.consumerfinancialprotectionbureau.gov,313,true
https://pre.page.energy.gov,249,true
https://southwest.va.gov,420,true
http://www.securities.ok.gov,157,true
https://teamstepps.ahrq.gov,84,true
https://2010-2014.commerce.gov,129,true
https://stcloud.va.gov,467,true
https://icisbatchcdxtest.epa.gov,341,true
